"original","status","updated_term","extraneous_text","confidence","error"
"Artists' books Italy Bologna 1989. rbgenr","PROPOSED","Artists' books","Italy Bologna 1989. rbgenr","1.0",""
"Artists' books Italy Bologna 1998. rbgenr","PROPOSED","Artists' books","Italy Bologna 1998. rbgenr","1.0",""
"Artists' books Italy. rbgenr","PROPOSED","Artists' books","Italy. rbgenr","1.0",""
"Artists' books Japan 21st century. rbgenr","PROPOSED","Artists' books","Japan 21st century. rbgenr","1.0",""
"Artists' books Japan Kitakyushu 1999. rbgenr","PROPOSED","Artists' books","Japan Kitakyushu 1999. rbgenr","1.0",""
"Artists' books Maryland Silver Spring. rbgenr","PROPOSED","Artists' books","Maryland Silver Spring. rbgenr","1.0",""
"Artists' books Massachusetts Boston 2012. rbgenr","PROPOSED","Artists' books","Massachusetts Boston 2012. rbgenr","1.0",""
"Artists' books Massachusetts Boston 2014. rbgenr","PROPOSED","Artists' books","Massachusetts Boston 2014. rbgenr","1.0",""
"Artists' books Massachusetts Northampton 2021. rbgenr","PROPOSED","Artists' books","Massachusetts Northampton 2021. rbgenr","1.0",""
"Artists' books Massachusetts Somerville 2015. rbgenr","PROPOSED","Artists' books","Massachusetts Somerville 2015. rbgenr","1.0",""
"Artists' books Mexico Cuernavaca. rbgenr","PROPOSED","Artists' books","Mexico Cuernavaca. rbgenr","1.0",""
"Artists' books Michigan Ann Arbor 2019. rbgenr","PROPOSED","Artists' books","Michigan Ann Arbor 2019. rbgenr","1.0",""
"Artists' books Minnesota Minneapolis 2011. rbgenr","PROPOSED","Artists' books","Minnesota Minneapolis 2011. rbgenr","1.0",""
"Artists' books New Jersey Plainsboro 2003. rbgenr","PROPOSED","Artists' books","New Jersey Plainsboro 2003. rbgenr","1.0",""
"Artists' books New Jersey Plainsboro. rbgenr","PROPOSED","Artists' books","New Jersey Plainsboro. rbgenr","1.0",""
"Artists' books New York (State) Brooklyn 2013. rbgenr","PROPOSED","Artists' books","New York (State) Brooklyn 2013. rbgenr","1.0",""
"Artists' books New York (State) New York 1975. rbgenr","PROPOSED","Artists' books","New York (State) New York 1975. rbgenr","1.0",""
"Artists' books New York (State) New York 1978. rbgenr","PROPOSED","Artists' books","New York (State) New York 1978. rbgenr","1.0",""
"Artists' books New York (State) New York 2000. rbgenr","PROPOSED","Artists' books","New York (State) New York 2000. rbgenr","1.0",""
"Artists' books New York (State) New York 2003. rbgenr","PROPOSED","Artists' books","New York (State) New York 2003. rbgenr","1.0",""
"Artists' books New York (State) New York 2008. rbgenr","PROPOSED","Artists' books","New York (State) New York 2008. rbgenr","1.0",""
"Artists' books New York (State) New York 2013 rbgenr","PROPOSED","Artists' books","New York (State) New York 2013 rbgenr","1.0",""
"Artists' books New York (State) New York 2014. rbgenr","PROPOSED","Artists' books","New York (State) New York 2014. rbgenr","1.0",""
"Artists' books New York (State) New York 2019. rbgenr","PROPOSED","Artists' books","New York (State) New York 2019. rbgenr","1.0",""
"Artists' books New York (State) Purchase 1995. rbgenr","PROPOSED","Artists' books","New York (State) Purchase 1995. rbgenr","1.0",""
"Artists' books New York (State) Rochester 1991. rbgenr","PROPOSED","Artists' books","New York (State) Rochester 1991. rbgenr","1.0",""
"Artists' books New York (State) Rochester 1993. rbgenr","PROPOSED","Artists' books","New York (State) Rochester 1993. rbgenr","1.0",""
"Artists' books New York (State) Rosendale 1981. rbgenr","PROPOSED","Artists' books","New York (State) Rosendale 1981. rbgenr","1.0",""
"Artists' books New York (State) Rosendale 2013. rbgenr","PROPOSED","Artists' books","New York (State) Rosendale 2013. rbgenr","1.0",""
"Artists' books New York (State) Rosendale 2018. rbgenr","PROPOSED","Artists' books","New York (State) Rosendale 2018. rbgenr","1.0",""
"Artists' books New York (State) Rosendale 2019. rbgenr","PROPOSED","Artists' books","New York (State) Rosendale 2019. rbgenr","1.0",""
"Artists' books New York (State) Rosendale 2021. rbgenr","PROPOSED","Artists' books","New York (State) Rosendale 2021. rbgenr","1.0",""
"Artists' books New York (State) Rosendale 2021. rbmscv","PROPOSED","Artists' books","New York (State) Rosendale 2021. rbmscv","1.0",""
"Artists' books New York (State) Rosendale 21st century. rbgenr","PROPOSED","Artists' books","New York (State) Rosendale 21st century. rbgenr","1.0",""
"Artists' books New York (State) Rosendale. rbgenr","PROPOSED","Artists' books","New York (State) Rosendale. rbgenr","1.0",""
"Artists' books New York (State). rbgenr","PROPOSED","Artists' books","New York (State). rbgenr","1.0",""
"Artists' books New York (state) 20th century rbgenr","PROPOSED","Artists' books","New York (state) 20th century rbgenr","1.0",""
"Artists' books New York (state) 20th century. rbgenr","PROPOSED","Artists' books","New York (state) 20th century. rbgenr","1.0",""
"Artists' books New York 1986. rbgenr","PROPOSED","Artists' books","New York 1986. rbgenr","1.0",""
"Artists' books New York 2016. rbgenr","PROPOSED","Artists' books","New York 2016. rbgenr","1.0",""
"Artists' books New York 21st century. rbgenr","PROPOSED","Artists' books","New York 21st century. rbgenr","1.0",""
"Artists' books New York Brooklyn 2021. rbgenr","PROPOSED","Artists' books","New York Brooklyn 2021. rbgenr","1.0",""
"Artists' books New York Brooklyn 2022. rbgenr","PROPOSED","Artists' books","New York Brooklyn 2022. rbgenr","1.0",""
"Artists' books New York New Rochelle 1902. rbgenr","PROPOSED","Artists' books","New York New Rochelle 1902. rbgenr","1.0",""
"Artists' books New York New York. rbgenr","PROPOSED","Artists' books","New York New York. rbgenr","1.0",""
"Artists' books New York Pleasantville 2021. rbgenr","PROPOSED","Artists' books","New York Pleasantville 2021. rbgenr","1.0",""
"Artists' books New York Rhinebeck 1999. rbgenr","PROPOSED","Artists' books","New York Rhinebeck 1999. rbgenr","1.0",""
"Artists' books North Carolina 2016. rbgenr","PROPOSED","Artists' books","North Carolina 2016. rbgenr","1.0",""
"Artists' books Nova Scotia Halifax 1979. rbgenr","PROPOSED","Artists' books","Nova Scotia Halifax 1979. rbgenr","1.0",""
"Artists' books Ontario Toronto 2017. rbgenr","PROPOSED","Artists' books","Ontario Toronto 2017. rbgenr","1.0",""
"Artists' books Oregon Portland 2008. rbgenr","PROPOSED","Artists' books","Oregon Portland 2008. rbgenr","1.0",""
"Artists' books Pennsylvania Philadelphia 2014. rbgenr","PROPOSED","Artists' books","Pennsylvania Philadelphia 2014. rbgenr","1.0",""
"Artists' books Pennsylvania Philadelphia 2019. rbgenr","PROPOSED","Artists' books","Pennsylvania Philadelphia 2019. rbgenr","1.0",""
"Artists' books Rhode Island Providence 2017. rbgenr","PROPOSED","Artists' books","Rhode Island Providence 2017. rbgenr","1.0",""
"Artists' books Switzerland 21st century. rbgenr","PROPOSED","Artists' books","Switzerland 21st century. rbgenr","1.0",""
"Artists' books Texas 2018. rbgenr","PROPOSED","Artists' books","Texas 2018. rbgenr","1.0",""
"Artists' books United States 2021. rbgenr","PROPOSED","Artists' books","United States 2021. rbgenr","1.0",""
"Artists' books United States. rbgenr CtHT","PROPOSED","Artists' books","United States. rbgenr CtHT","1.0",""
"Artists' books United States. rbmscv","PROPOSED","Artists' books","United States. rbmscv","1.0",""
"Artists' books Washington (D.C.) rbgenr","PROPOSED","Artists' books","Washington (D.C.) rbgenr","1.0",""
"Artists' books Washington (State) Seattle 2013. rbgenr","PROPOSED","Artists' books","Washington (State) Seattle 2013. rbgenr","1.0",""
"Artists' books Wisconsin 2010-2019. rbgenr","PROPOSED","Artists' books","Wisconsin 2010-2019. rbgenr","1.0",""
"Artists' books Wisconsin 2011. rbgenr","PROPOSED","Artists' books","Wisconsin 2011. rbgenr","1.0",""
"Artistsâ€™ books. rbmscv","PROPOSED","Artists' books","rbmscv","1.0",""
"Atlases (Geographic) 1868. rbgenr","PROPOSED","Atlases (Geographic)","1868. rbgenr","1.0",""
"Atlases (Geographic) United States 1789. rbgenr","PROPOSED","Atlases (Geographic)","United States 1789. rbgenr","1.0",""
"Atlases (Geographic) United States 1789. rbmscv","PROPOSED","Atlases (Geographic)","United States 1789. rbmscv","1.0",""
"Atlases (Geographic) United States 2007. rbgenr","PROPOSED","Atlases (Geographic)","United States 2007. rbgenr","1.0",""
"Atlases (scientific) rbgenr","PROPOSED","Atlases (Scientific)","rbgenr","1.0",""
"Auction catalogues Books. rbgenr","PROPOSED","Auction catalogs","Books. rbgenr","1.0",""
"Authors' autographs (Provenance) Knudson 2015. rbprov","PROPOSED","Authors' autographs","(Provenance) Knudson 2015. rbprov","1.0",""
"Authors' autographs (Provenance) United States 20th century. rbmscv","PROPOSED","Authors' autographs","(Provenance) United States 20th century. rbmscv","1.0",""
"Authors' autographs (Provenance) rbprov MMeT","PROPOSED","Authors' autographs","(Provenance) rbprov MMeT","1.0",""
"Authors' autographs rbmscv","PROPOSED","Authors' autographs","rbmscv","1.0",""
"Authors' autographs. rbmscv","PROPOSED","Authors' autographs","rbmscv","1.0",""
"Authors' presentation copies. rbgenr","PROPOSED","Authors' presentation copies","","1.0",""
"Authors' presentation inscriptions (Provenance) 20th century. rbgenr","PROPOSED","Authors' presentation inscriptions","(Provenance) 20th century. rbgenr","1.0",""
"Authors' presentation inscriptions (Provenance) 20th century. rbprov MMeT","PROPOSED","Authors' presentation inscriptions","(Provenance) 20th century. rbprov MMeT","1.0",""
"Authors' presentation inscriptions. rbmscv MMeT","PROPOSED","Authors' presentation inscriptions","rbmscv MMeT","1.0",""
"Autobiographies 1889. rbgenr","PROPOSED","Autobiographies","1889. rbgenr","1.0",""
"Autobiographies 1989. rbgenr","PROPOSED","Autobiographies","1989. rbgenr","1.0",""
"Autobiographies 20th century. rbgenr","PROPOSED","Autobiographies","20th century. rbgenr","1.0",""
"Autobiographies France 20th century. rbgenr","PROPOSED","Autobiographies","France 20th century. rbgenr","1.0",""
"Autobiographies Ireland 20th century. rbgenr","PROPOSED","Autobiographies","Ireland 20th century. rbgenr","1.0",""
"Autobiographies Massachusetts Boston 19th century. rbgenr","PROPOSED","Autobiographies","Massachusetts Boston 19th century. rbgenr","1.0",""
"Baccalaureate addresses 1765. rbgenr","PROPOSED","Baccalaureate addresses","1765. rbgenr","1.0",""
"Baccalaureate addresses 1769. rbgenr","PROPOSED","Baccalaureate addresses","1769. rbgenr","1.0",""
"Baccalaureate addresses 1797. rbgenr","PROPOSED","Baccalaureate addresses","1797. rbgenr","1.0",""
"Bible stories New York (N.Y.) 1987. rbgenr","PROPOSED","Bible stories","New York (N.Y.) 1987. rbgenr","1.0",""
"Bills rbgenr","PROPOSED","Bills","rbgenr","1.0",""
"Biographical fiction 1929. rbgenr","PROPOSED","Biographical fiction","1929. rbgenr","1.0",""
"Biographies 1853. rbgenr","PROPOSED","Biographies","1853. rbgenr","1.0",""
"Biographies 1940. rbgenr","PROPOSED","Biographies","1940. rbgenr","1.0",""
"Black letter types (Type evidence) Germany 17th century. rbtyp","PROPOSED","Black letter types","(Type evidence) Germany 17th century. rbtyp","1.0",""
"Black letter types (Type evidence) Italy Venice 1489. rbtyp","PROPOSED","Black letter types","(Type evidence) Italy Venice 1489. rbtyp","1.0",""
"Black letter types (Type evidence) United States Washington, D.C. 1932. rbtyp","PROPOSED","Black letter types","(Type evidence) United States Washington, D.C. 1932. rbtyp","1.0",""
"Black letter types. rbtyp","PROPOSED","Black letter types","rbtyp","1.0",""
"Black letter types.","PROPOSED","Black letter types","","1.0",""
"Blind tooled bindings (Binding) England 18th century. rbbin MMeT","PROPOSED","Blind tooled bindings","(Binding) England 18th century. rbbin MMeT","1.0",""
"Blind tooled bindings (Binding) England. rbbin MMeT","PROPOSED","Blind tooled bindings","(Binding) England. rbbin MMeT","1.0",""
"Blind tooled bindings (Binding) Germany 17th century. rbbin MMeT","PROPOSED","Blind tooled bindings","(Binding) Germany 17th century. rbbin MMeT","1.0",""
"Boards (Binding) 18th century. rbbin MMeT","PROPOSED","Boards","(Binding) 18th century. rbbin MMeT","1.0",""
"Book prices (Publishing) England 1919. rbpub","PROPOSED","Book prices","(Publishing) England 1919. rbpub","1.0",""
"Book prices (Publishing) United States 20th century. rbpub","PROPOSED","Book prices","(Publishing) United States 20th century. rbpub","1.0",""
"Book prospectuses New York (State) New York 1930. rbgenr","PROPOSED","Book prospectuses","New York (State) New York 1930. rbgenr","1.0",""
"Book prospectuses. rbgenr NNC","PROPOSED","Book prospectuses","rbgenr NNC","1.0",""
"Book-mark. rbgenr","REVIEW","","","0.0","term variant 'Bookmark' expected — use REVIEW"
"Bookplates (Provenance) rbbin MMeT","PROPOSED","Bookplates","(Provenance) rbbin MMeT","1.0",""
"Bookplates (Provenance) rbgenr (local)919472","PROPOSED","Bookplates","(Provenance) rbgenr (local)919472","1.0",""
"Bookplates. rbmscv MMeT","PROPOSED","Bookplates","rbmscv MMeT","1.0",""
"Books for the visually impaired U.S.A. 1801-1900. rbgenr","PROPOSED","Books for the visually impaired","U.S.A. 1801-1900. rbgenr","1.0",""
"Bookseller's labels (Publishing) rbpub PPT","PROPOSED","Booksellers' labels","(Publishing) rbpub PPT","1.0",""
"Booksellers' advertisements Connecticut New Haven. rbgenr","PROPOSED","Booksellers' advertisements","Connecticut New Haven. rbgenr","1.0",""
"Booksellers' advertisements Great Britain 18th century. rbgenr","PROPOSED","Booksellers' advertisements","Great Britain 18th century. rbgenr","1.0",""
"Booksellers' advertisements New Hampshire Exeter. rbgenr","PROPOSED","Booksellers' advertisements","New Hampshire Exeter. rbgenr","1.0",""
"Booksellers' advertisements New Hampshire Portsmouth. rbgenr","PROPOSED","Booksellers' advertisements","New Hampshire Portsmouth. rbgenr","1.0",""
"Booksellers' advertisements New York (State) Troy. rbgenr","PROPOSED","Booksellers' advertisements","New York (State) Troy. rbgenr","1.0",""
"Booksellers' advertisements New York 19th century. rbgenr","PROPOSED","Booksellers' advertisements","New York 19th century. rbgenr","1.0",""
"Booksellers' catalogs England London 1935. rbgenr","PROPOSED","Booksellers' catalogs","England London 1935. rbgenr","1.0",""
"Booksellers' catalogs Italy Milan 1949. rbgenr","PROPOSED","Booksellers' catalogs","Italy Milan 1949. rbgenr","1.0",""
"Booksellers' catalogs Italy Milan 1953. rbgenr","PROPOSED","Booksellers' catalogs","Italy Milan 1953. rbgenr","1.0",""
"Booksellers' catalogs Massachusetts Boston. rbmscv","PROPOSED","Booksellers' catalogs","Massachusetts Boston. rbmscv","1.0",""
"Booksellers' catalogs New York (State) New York 1930. rbgenr","PROPOSED","Booksellers' catalogs","New York (State) New York 1930. rbgenr","1.0",""
"Booksellers' catalogs New York (State) New York 1958. rbgenr","PROPOSED","Booksellers' catalogs","New York (State) New York 1958. rbgenr","1.0",""
"Booksellers' catalogs New York (State) New York 1959. rbgenr","PROPOSED","Booksellers' catalogs","New York (State) New York 1959. rbgenr","1.0",""
"Booksellers' catalogs New York (State) New York 1962. rbgenr","PROPOSED","Booksellers' catalogs","New York (State) New York 1962. rbgenr","1.0",""
"Booksellers' catalogs. rbgenr","PROPOSED","Booksellers' catalogs","rbgenr","1.0",""
"Booksellers' catalogs. rbmscv","PROPOSED","Booksellers' catalogs","rbmscv","1.0",""
"Booksellers' catalogues Maryland Baltimore. rbgenr","PROPOSED","Booksellers' catalogs","Maryland Baltimore. rbgenr","1.0",""
"Booksellers' catalogues New York (State) New York. rbgenr","PROPOSED","Booksellers' catalogs","New York (State) New York. rbgenr","1.0",""
"Booksellers' labels (Provenance) rbprov MMeT","PROPOSED","Booksellers' labels","(Provenance) rbprov MMeT","1.0",""
"Broadsheet format. rbpri","PROPOSED","Broadsheet format","rbpri","1.0",""
"Broadsides England London 18th century. rbgenr","PROPOSED","Broadsides","England London 18th century. rbgenr","1.0",""
"Calendars New York (State) New York 1996. rbgenr","PROPOSED","Calendars","New York (State) New York 1996. rbgenr","1.0",""
"Calf bindings (Binding) England London 18th century rbbin MMeT","PROPOSED","Calf bindings","(Binding) England London 18th century rbbin MMeT","1.0",""
"Calf bindings (Binding). rbbin MMeT","PROPOSED","Calf bindings","(Binding). rbbin MMeT","1.0",""
"Calf bindings (Bindings) rbbin MMeT","PROPOSED","Calf bindings","(Bindings) rbbin MMeT","1.0",""
"Calf bindings (Bindings). rbbin MMeT","PROPOSED","Calf bindings","(Bindings). rbbin MMeT","1.0",""
"Campaign literature 1852. rbgenr","PROPOSED","Campaign literature","1852. rbgenr","1.0",""
"Campaign literature 1860 United States. rbgenr","PROPOSED","Campaign literature","1860 United States. rbgenr","1.0",""
"Campaign literature 1864 Republican. rbgenr","PROPOSED","Campaign literature","1864 Republican. rbgenr","1.0",""
"Campaign literature. rbgenr","PROPOSED","Campaign literature","rbgenr","1.0",""
"Cancellation (Publishing) rbpub CtY-BR","PROPOSED","Cancellation","(Publishing) rbpub CtY-BR","1.0",""
"Caricatures Great Britain 19th century. rbgenr","PROPOSED","Caricatures","Great Britain 19th century. rbgenr","1.0",""
"Cast lists. rbgenr","PROPOSED","Cast lists","rbgenr","1.0",""
"Catechisms Sweden Stockholm 17th century. rbgenr","PROPOSED","Catechisms","Sweden Stockholm 17th century. rbgenr","1.0",""
"Century sermons 1773. rbgenr","PROPOSED","Century sermons","1773. rbgenr","1.0",""
"Century sermons 1794. rbgenr","PROPOSED","Century sermons","1794. rbgenr","1.0",""
"Certificates. rbgenr","PROPOSED","Certificates","rbgenr","1.0",""
"Chained bindings (Bindings) Italy 2007. rbbin","PROPOSED","Chained bindings","(Bindings) Italy 2007. rbbin","1.0",""
"Christmas sermons 1773. rbgenr","PROPOSED","Christmas sermons","1773. rbgenr","1.0",""
"Christmas sermons 1773. rbmscv","PROPOSED","Christmas sermons","1773. rbmscv","1.0",""
"Clamshell boxes rbmscv","PROPOSED","Clamshell boxes","rbmscv","1.0",""
"Clamshell boxes. rbmscv","PROPOSED","Clamshell boxes","rbmscv","1.0",""
"Cloth bindings (Binding) 18th century. rbbin MMeT","PROPOSED","Cloth bindings","(Binding) 18th century. rbbin MMeT","1.0",""
"Cloth wrappers England London 19th century. rbbin","PROPOSED","Cloth wrappers","England London 19th century. rbbin","1.0",""
"Comedies France 19th century. rbgenr","PROPOSED","Comedies","France 19th century. rbgenr","1.0",""
"Comedies United States 20th century. rbgenr","PROPOSED","Comedies","United States 20th century. rbgenr","1.0",""
"Commonplace books England London 17th century Manuscripts Facsimiles. rbgenr","PROPOSED","Commonplace books","England London 17th century Manuscripts Facsimiles. rbgenr","1.0",""
"Commonplace books. rbgenr","PROPOSED","Commonplace books","rbgenr","1.0",""
"Composition errors (Printing) rbpri MMeT","PROPOSED","Composition irregularities","(Printing) rbpri MMeT","1.0",""
"Concrete poems. rbgenr","PROPOSED","Concrete poems","rbgenr","1.0",""
