original,status,updated_term,extraneous_text,confidence,error
Almanacs New York (State) 1797. rbgenr,PROPOSED,Almanacs,New York (State) 1797 rbgenr,0.98,
Almanacs New York (State) 1798. rbgenr,PROPOSED,Almanacs,New York (State) 1798 rbgenr,0.98,
Almanacs New York (State) 1800. rbgenr,PROPOSED,Almanacs,New York (State) 1800 rbgenr,0.98,
Almanacs New York (State) 1801. rbgenr,PROPOSED,Almanacs,New York (State) 1801 rbgenr,0.98,
Almanacs North Carolina 1795. rbgenr,PROPOSED,Almanacs,North Carolina 1795 rbgenr,0.98,
Almanacs Pennsylvania 1687. rbgenr,PROPOSED,Almanacs,Pennsylvania 1687 rbgenr,0.98,
Almanacs Pennsylvania 1700. rbgenr,PROPOSED,Almanacs,Pennsylvania 1700 rbgenr,0.98,
Almanacs Pennsylvania 1717. rbgenr,PROPOSED,Almanacs,Pennsylvania 1717 rbgenr,0.98,
Almanacs Pennsylvania 1721. rbgenr,PROPOSED,Almanacs,Pennsylvania 1721 rbgenr,0.98,
Almanacs Pennsylvania 1744. rbgenr,PROPOSED,Almanacs,Pennsylvania 1744 rbgenr,0.98,
Almanacs Pennsylvania 1753. rbgenr,PROPOSED,Almanacs,Pennsylvania 1753 rbgenr,0.98,
Almanacs Pennsylvania 1755. rbgenr,PROPOSED,Almanacs,Pennsylvania 1755 rbgenr,0.98,
Almanacs Pennsylvania 1774. rbgenr,PROPOSED,Almanacs,Pennsylvania 1774 rbgenr,0.98,
Almanacs Pennsylvania 1782. rbgenr,PROPOSED,Almanacs,Pennsylvania 1782 rbgenr,0.98,
Almanacs Pennsylvania 1783. rbgenr,PROPOSED,Almanacs,Pennsylvania 1783 rbgenr,0.98,
Almanacs Pennsylvania 1793. rbgenr,PROPOSED,Almanacs,Pennsylvania 1793 rbgenr,0.98,
Almanacs Pennsylvania 1794. rbgenr,PROPOSED,Almanacs,Pennsylvania 1794 rbgenr,0.98,
Almanacs Pennsylvania 1795. rbgenr,PROPOSED,Almanacs,Pennsylvania 1795 rbgenr,0.98,
Almanacs Pennsylvania 1796. rbgenr,PROPOSED,Almanacs,Pennsylvania 1796 rbgenr,0.98,
Almanacs Pennsylvania 1797. rbgenr,PROPOSED,Almanacs,Pennsylvania 1797 rbgenr,0.98,
Almanacs Pennsylvania 1798. rbgenr,PROPOSED,Almanacs,Pennsylvania 1798 rbgenr,0.98,
Almanacs Rhode Island 1771. rbgenr,PROPOSED,Almanacs,Rhode Island 1771 rbgenr,0.98,
Almanacs Rhode Island 1781. rbgenr,PROPOSED,Almanacs,Rhode Island 1781 rbgenr,0.98,
Almanacs Rhode Island 1786. rbgenr,PROPOSED,Almanacs,Rhode Island 1786 rbgenr,0.98,
Almanacs Rhode Island 1788. rbgenr,PROPOSED,Almanacs,Rhode Island 1788 rbgenr,0.98,
Almanacs Rhode Island 1790. rbgenr,PROPOSED,Almanacs,Rhode Island 1790 rbgenr,0.98,
Almanacs Rhode Island 1792. rbgenr,PROPOSED,Almanacs,Rhode Island 1792 rbgenr,0.98,
Almanacs Rhode Island 1793. rbgenr,PROPOSED,Almanacs,Rhode Island 1793 rbgenr,0.98,
Almanacs Rhode Island 1794. rbgenr,PROPOSED,Almanacs,Rhode Island 1794 rbgenr,0.98,
Almanacs Rhode Island 1796. rbgenr,PROPOSED,Almanacs,Rhode Island 1796 rbgenr,0.98,
Almanacs Rhode Island 1797. rbgenr,PROPOSED,Almanacs,Rhode Island 1797 rbgenr,0.98,
Almanacs Rhode Island 1800. rbgenr,PROPOSED,Almanacs,Rhode Island 1800 rbgenr,0.98,
Almanacs Rhode Island 1801. rbgenr,PROPOSED,Almanacs,Rhode Island 1801 rbgenr,0.98,
Almanacs South Carolina 1800. rbgenr,PROPOSED,Almanacs,South Carolina 1800 rbgenr,0.98,
Almanacs Vermont 1791. rbgenr,PROPOSED,Almanacs,Vermont 1791 rbgenr,0.98,
Almanacs Virginia 1732. rbgenr,PROPOSED,Almanacs,Virginia 1732 rbgenr,0.98,
Almanacs Virginia 1742. rbgenr,PROPOSED,Almanacs,Virginia 1742 rbgenr,0.98,
Almanacs Virginia 1765. rbgenr,PROPOSED,Almanacs,Virginia 1765 rbgenr,0.98,
Almanacs Virginia 1768. rbgenr,PROPOSED,Almanacs,Virginia 1768 rbgenr,0.98,
Almanacs Virginia 1779. rbgenr,PROPOSED,Almanacs,Virginia 1779 rbgenr,0.98,
Almanacs Virginia 1783. rbgenr,PROPOSED,Almanacs,Virginia 1783 rbgenr,0.98,
Almanacs Virginia 1784. rbgenr,PROPOSED,Almanacs,Virginia 1784 rbgenr,0.98,
Almanacs Virginia 1791. rbgenr,PROPOSED,Almanacs,Virginia 1791 rbgenr,0.98,
Almanacs Virginia 1793. rbgenr,PROPOSED,Almanacs,Virginia 1793 rbgenr,0.98,
Almanacs Virginia 1795. rbgenr,PROPOSED,Almanacs,Virginia 1795 rbgenr,0.98,
Almanacs Virginia 1796. rbgenr,PROPOSED,Almanacs,Virginia 1796 rbgenr,0.98,
Almanacs Virginia 1798. rbgenr,PROPOSED,Almanacs,Virginia 1798 rbgenr,0.98,
Almanacs. rbgenr,PROPOSED,Almanacs,rbgenr,1.0,
Alphabet books 1785. rbgenr,PROPOSED,Alphabet books,1785 rbgenr,0.98,
Alphabet books 1785. rbmscv,PROPOSED,Alphabet books,1785 rbmscv,0.98,
Alphabet books 1788. rbgenr,PROPOSED,Alphabet books,1788 rbgenr,0.98,
Alphabet books 1788. rbmscv,PROPOSED,Alphabet books,1788 rbmscv,0.98,
Alphabet books 1794. rbgenr,PROPOSED,Alphabet books,1794 rbgenr,0.98,
Alphabet books 1944. rbgenr,PROPOSED,Alphabet books,1944 rbgenr,0.98,
Alphabet books 1972. rbgenr,PROPOSED,Alphabet books,1972 rbgenr,0.98,
Alphabet books 1973. rbgenr,PROPOSED,Alphabet books,1973 rbgenr,0.98,
Alphabet books 1974. rbgenr,PROPOSED,Alphabet books,1974 rbgenr,0.98,
Alphabet books 1986. rbgenr,PROPOSED,Alphabet books,1986 rbgenr,0.98,
Alphabet books 1987. rbgenr,PROPOSED,Alphabet books,1987 rbgenr,0.98,
Alphabet books 1989. rbgenr,PROPOSED,Alphabet books,1989 rbgenr,0.98,
Alphabet books 1990. rbgenr,PROPOSED,Alphabet books,1990 rbgenr,0.98,
Alphabet books 1995. rbgenr,PROPOSED,Alphabet books,1995 rbgenr,0.98,
Alphabet books 2008. rbgenr,PROPOSED,Alphabet books,2008 rbgenr,0.98,
Alphabet books Massachusetts Boston 2004. rbgenr,PROPOSED,Alphabet books,Massachusetts Boston 2004 rbgenr,0.98,
Alphabet books New York (State) New York 1974. rbgenr,PROPOSED,Alphabet books,New York (State) New York 1974 rbgenr,0.98,
Alphabet books. rbgenr,PROPOSED,Alphabet books,rbgenr,1.0,
Alphabet books. rbmscv,PROPOSED,Alphabet books,rbmscv,1.0,
Alphabet rhymes 1973. rbgenr,PROPOSED,Alphabet rhymes,1973 rbgenr,0.98,
Alphabet rhymes Massachusetts Boston 1987. rbgenr,PROPOSED,Alphabet rhymes,Massachusetts Boston 1987 rbgenr,0.98,
Alphabets (Primers) 1787. rbgenr,REVIEW,,rbgenr,0.0,
Alphabets (Primers) 1800. rbgenr,REVIEW,,rbgenr,0.0,
Alum tawed thongs (Binding) rbbin,PROPOSED,Alum tawed thongs (Bindings),rbbin,0.97,
Anatomical atlases rbgenr,PROPOSED,Anatomical atlases,rbgenr,1.0,
Anatomical atlases. rbgenr,PROPOSED,Anatomical atlases,rbgenr,1.0,
Anniversary sermons 1775. rbgenr,PROPOSED,Anniversary sermons,1775 rbgenr,0.98,
Anniversary sermons 1778. rbgenr,PROPOSED,Anniversary sermons,1778 rbgenr,0.98,
Annotations (Provenance) 17th century. rbprov MMeT,PROPOSED,Annotations,(Provenance) 17th century rbprov MMeT,0.98,
Annotations (Provenance) 18th century. rbprov MMeT,PROPOSED,Annotations,(Provenance) 18th century rbprov MMeT,0.98,
Annotations (Provenance) 20th century. rbprov MMeT,PROPOSED,Annotations,(Provenance) 20th century rbprov MMeT,0.98,
Annotations (Provenance) rbprov,PROPOSED,Annotations,(Provenance) rbprov,0.98,
Annotations (Provenance) rbprov MMeT,PROPOSED,Annotations,(Provenance) rbprov MMeT,0.98,
Annotations (Provenance). rbprov,PROPOSED,Annotations,(Provenance) rbprov,0.98,
Annotations (Provenance). rbprov MMeT,PROPOSED,Annotations,(Provenance) rbprov MMeT,0.98,
Annotations 21st century. rbgenr,PROPOSED,Annotations,21st century rbgenr,0.98,
Annotations. rbmscv,PROPOSED,Annotations,rbmscv,1.0,
Annotations. rbmscv MMeT,PROPOSED,Annotations,rbmscv MMeT,1.0,
Annual reports. rbgenr,PROPOSED,Annual reports,rbgenr,1.0,
Anthologies California Los Angeles 20th century. rbgenr,PROPOSED,Anthologies,California Los Angeles 20th century rbgenr,0.98,
Anthologies England 17th century. rbgenr,PROPOSED,Anthologies,England 17th century rbgenr,0.98,
Anthologies England London 1965. rbgenr,PROPOSED,Anthologies,England London 1965 rbgenr,0.98,
Anthologies England London 1982. rbgenr,PROPOSED,Anthologies,England London 1982 rbgenr,0.98,
Anthologies England Oxford 1980. rbgenr,PROPOSED,Anthologies,England Oxford 1980 rbgenr,0.98,
Anthologies Massachusetts Boston 1979. rbgenr,PROPOSED,Anthologies,Massachusetts Boston 1979 rbgenr,0.98,
Anthologies New York (State) New York 1998. rbgenr,PROPOSED,Anthologies,New York (State) New York 1998 rbgenr,0.98,
"Anthologies United States Civil War, 1861-1865. rbgenr",PROPOSED,Anthologies,"United States Civil War, 1861-1865 rbgenr",0.98,
Anthologies. rbgenr,PROPOSED,Anthologies,rbgenr,1.0,
Anthologies. rbmscv,PROPOSED,Anthologies,rbmscv,1.0,
Anti-Jewish works rbmscv,PROPOSED,Anti-Jewish works,rbmscv,1.0,
Anti-Semitic literature Michigan Dearbon 1920 rbgenr,PROPOSED,Anti-Jewish works,Michigan Dearbon 1920 rbgenr,0.93,
Anti-Semitic literature United States New York 1921. rbgenr,PROPOSED,Anti-Jewish works,United States New York 1921 rbgenr,0.93,
Anti-communist literature. rbgenr,PROPOSED,Anti-communist works,Anti-communist rbgenr,0.93,
Anti-slave trade literature United States. rbgenr,PROPOSED,Anti-slave trade works,Anti-slave trade United States rbgenr,0.93,
Anti-slavery works Massachusetts Boston 1851. rbmscv,PROPOSED,Anti-slavery works,Massachusetts Boston 1851 rbmscv,0.98,
Anti-slavery works New York (State) New York 1838. rbmscv,PROPOSED,Anti-slavery works,New York (State) New York 1838 rbmscv,0.98,
Anti-slavery works. rbmscv,PROPOSED,Anti-slavery works,rbmscv,1.0,
Anti-slavery works. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00120,PROPOSED,Anti-slavery works,rbmscv,1.0,
Anti-woman suffrage literature 20th century. rbgenr,REVIEW,,rbgenr,0.0,
Anti-woman suffrage literature Massachusetts 20th century. rbgenr,REVIEW,,rbgenr,0.0,
Antiphonaries. rbgenr,PROPOSED,Antiphonaries,rbgenr,1.0,
Antislavery literature Boston 1860. rbgenr,REVIEW,,rbgenr,0.0,
Antislavery literature New York (State) New York 1856. rbgenr,REVIEW,,rbgenr,0.0,
Antislavery literature New York (State) New York 1856. rbmscv,REVIEW,,rbmscv,0.0,
Antislavery literature United States 1839. rbgenr,REVIEW,,rbgenr,0.0,
Antislavery literature United States. rbgenr,REVIEW,,rbgenr,0.0,
Antislavery literature. rbgenr,REVIEW,,rbgenr,0.0,
Aphorisms and Proverbs,REVIEW,,,0.0,
Arak (Paper) rbmscv,REVIEW,,rbmscv,0.0,
Arak (Paper) rbpap,REVIEW,,rbpap,0.0,
Archer and Victorian (Paper) rbmscv,REVIEW,,rbmscv,0.0,
Archer and Victorian (Paper) rbpap,REVIEW,,rbpap,0.0,
Armorial bindings (Binding) 17th century. rbbin MMeT,PROPOSED,Armorial bindings,(Binding) 17th century rbbin MMeT,0.98,
Armorial bindings (Binding) rbbin MMeT,PROPOSED,Armorial bindings,(Binding) rbbin MMeT,0.98,
Armorial bindings (Provenance) 16th century rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) 16th century rbprov MMeT,0.98,
Armorial bindings (Provenance) 17th century rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) 17th century rbprov MMeT,0.98,
Armorial bindings (Provenance) 17th century. rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) 17th century rbprov MMeT,0.98,
Armorial bindings (Provenance) 18th century rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) 18th century rbprov MMeT,0.98,
Armorial bindings (Provenance) 18th century. rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) 18th century rbprov MMeT,0.98,
Armorial bindings (Provenance) 19th century rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) 19th century rbprov MMeT,0.98,
Armorial bindings (Provenance) 19th century. rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) 19th century rbprov MMeT,0.98,
Armorial bindings (Provenance) France 17th century rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) France 17th century rbprov MMeT,0.98,
Armorial bindings (Provenance) France Paris 18th century rbprov MMeT,PROPOSED,Armorial bindings,(Provenance) France Paris 18th century rbprov MMeT,0.98,
Armorial bindings. rbmscv NjP,PROPOSED,Armorial bindings,rbmscv NjP,1.0,
Armorial bookplates (Provenance) England London 18th century. rbprov,PROPOSED,Armorial bookplates,(Provenance) England London 18th century rbprov,0.98,
Armorial bookplates (Provenance) England London. rbprov MMeT,PROPOSED,Armorial bookplates,(Provenance) England London rbprov MMeT,0.98,
Armorial bookplates (Provenance) rbbin MMeT,PROPOSED,Armorial bookplates,(Provenance) rbbin MMeT,0.98,
Armorial bookplates (Provenance) rbprov,PROPOSED,Armorial bookplates,(Provenance) rbprov,0.98,
Armorial bookplates (Provenance) rbprov MMeT,PROPOSED,Armorial bookplates,(Provenance) rbprov MMeT,0.98,
Armorial bookplates (Provenance). rbprov MMeT,PROPOSED,Armorial bookplates,(Provenance) rbprov MMeT,0.98,
Armorial bookplates rbmscv,PROPOSED,Armorial bookplates,rbmscv,1.0,
Armorial bookplates. rbmscv GEU,PROPOSED,Armorial bookplates,rbmscv GEU,1.0,
Armorial bookplates. rbmscv MMeT,PROPOSED,Armorial bookplates,rbmscv MMeT,1.0,
Armorial stamps (Provenance) Italy. rbprov MMeT,PROPOSED,Armorial stamps,(Provenance) Italy rbprov MMeT,0.98,
Armorial stamps (Provenance) rbprov MMeT,PROPOSED,Armorial stamps,(Provenance) rbprov MMeT,0.98,
Armorial stamps (Provenance). rbprov,PROPOSED,Armorial stamps,(Provenance) rbprov,0.98,
Artillery election sermons 1698. rbgenr,PROPOSED,Artillery election sermons,1698 rbgenr,0.98,
Artillery election sermons 1699. rbgenr,PROPOSED,Artillery election sermons,1699 rbgenr,0.98,
Artillery election sermons 1700. rbgenr,PROPOSED,Artillery election sermons,1700 rbgenr,0.98,
Artillery election sermons 1795. rbgenr,PROPOSED,Artillery election sermons,1795 rbgenr,0.98,
Artillery election sermons 1799. rbgenr,PROPOSED,Artillery election sermons,1799 rbgenr,0.98,
Artisits' books 2000-2009. rbgenr,REVIEW,,rbgenr,0.0,
Artist's books New York (State) New Paltz 2010. rbgenr,REVIEW,,rbgenr,0.0,
Artist's books New York (State) Rochester. rbgenr,REVIEW,,rbgenr,0.0,
Artist's books Washington (State) Tacoma 2018. rbgenr,REVIEW,,rbgenr,0.0,
Artist's books. rbgenr,PROPOSED,Artists' books,rbgenr,0.9285714285714286,
Artists books Massachusetts Boston 20th century. rbgenr,REVIEW,,rbgenr,0.0,
Artists books New York (State) New York. rbgenr,REVIEW,,rbgenr,0.0,
Artists books. rbgenr,PROPOSED,Artists' books,rbgenr,0.9629629629629629,
Artists' autographs (Provenance) Gardner 2011. rbprov,REVIEW,,rbprov,0.0,
Artists' autographs (Provenance) Knudson 2013. rbprov,REVIEW,,rbprov,0.0,
Artists' autographs (Provenance) Ledeker 2007. rbprov,REVIEW,,rbprov,0.0,
Artists' autographs (Provenance) Russelle 2011. rbprov,REVIEW,,rbprov,0.0,
Artists' autographs (Provenance) Samson-Talleur 2007. rbprov,REVIEW,,rbprov,0.0,
Artists' books (Binding) rbbin,PROPOSED,Artists' books,(Binding) rbbin,0.98,
Artists' books 1966. rbgenr,PROPOSED,Artists' books,1966 rbgenr,0.98,
Artists' books 1974. rbgenr,PROPOSED,Artists' books,1974 rbgenr,0.98,
Artists' books 1975. rbgenr,PROPOSED,Artists' books,1975 rbgenr,0.98,
Artists' books 1976. rbgenr,PROPOSED,Artists' books,1976 rbgenr,0.98,
Artists' books 1977. rbgenr,PROPOSED,Artists' books,1977 rbgenr,0.98,
Artists' books 1981. rbgenr,PROPOSED,Artists' books,1981 rbgenr,0.98,
Artists' books 1983. rbgenr,PROPOSED,Artists' books,1983 rbgenr,0.98,
Artists' books 1985. rbgenr,PROPOSED,Artists' books,1985 rbgenr,0.98,
Artists' books 1987. rbmscv,PROPOSED,Artists' books,1987 rbmscv,0.98,
Artists' books 1988. rbgenr,PROPOSED,Artists' books,1988 rbgenr,0.98,
Artists' books 1989. rbgenr,PROPOSED,Artists' books,1989 rbgenr,0.98,
Artists' books 1991. rbgenr,PROPOSED,Artists' books,1991 rbgenr,0.98,
Artists' books 1992. rbgenr,PROPOSED,Artists' books,1992 rbgenr,0.98,
Artists' books 1993. rbgenr,PROPOSED,Artists' books,1993 rbgenr,0.98,
Artists' books 1994. rbgenr,PROPOSED,Artists' books,1994 rbgenr,0.98,
Artists' books 1995. rbgenr,PROPOSED,Artists' books,1995 rbgenr,0.98,
Artists' books 1998. rbgenr,PROPOSED,Artists' books,1998 rbgenr,0.98,
Artists' books 1998. rbmscv,PROPOSED,Artists' books,1998 rbmscv,0.98,
Artists' books 2000-2009. rbgenr,PROPOSED,Artists' books,2000-2009 rbgenr,0.98,
Artists' books 2002. rbgenr,PROPOSED,Artists' books,2002 rbgenr,0.98,
Artists' books 2003. rbgenr,PROPOSED,Artists' books,2003 rbgenr,0.98,
Artists' books 2004. rbgenr,PROPOSED,Artists' books,2004 rbgenr,0.98,
Artists' books 2005. rbgenr,PROPOSED,Artists' books,2005 rbgenr,0.98,
Artists' books 2006. rbgenr,PROPOSED,Artists' books,2006 rbgenr,0.98,
Artists' books 2007. rbgenr,PROPOSED,Artists' books,2007 rbgenr,0.98,
Artists' books 2008. rbgenr,PROPOSED,Artists' books,2008 rbgenr,0.98,
Artists' books 2009. rbgenr,PROPOSED,Artists' books,2009 rbgenr,0.98,
Artists' books 2010-2019. rbgenr,PROPOSED,Artists' books,2010-2019 rbgenr,0.98,
Artists' books 2010. rbgenr,PROPOSED,Artists' books,2010 rbgenr,0.98,
Artists' books 2011. rbgenr,PROPOSED,Artists' books,2011 rbgenr,0.98,
Artists' books 2012. rbgenr,PROPOSED,Artists' books,2012 rbgenr,0.98,
Artists' books 2013. rbgenr,PROPOSED,Artists' books,2013 rbgenr,0.98,
Artists' books 2014. rbgenr,PROPOSED,Artists' books,2014 rbgenr,0.98,
Artists' books 2014. rbmscv,PROPOSED,Artists' books,2014 rbmscv,0.98,
Artists' books 2015. rbgenr,PROPOSED,Artists' books,2015 rbgenr,0.98,
Artists' books 2016. rbgenr,PROPOSED,Artists' books,2016 rbgenr,0.98,
Artists' books 2017. rbgenr,PROPOSED,Artists' books,2017 rbgenr,0.98,
Artists' books 2018. rbgenr,PROPOSED,Artists' books,2018 rbgenr,0.98,
Artists' books 2019. rbgenr,PROPOSED,Artists' books,2019 rbgenr,0.98,
Artists' books 2020. rbgenr,PROPOSED,Artists' books,2020 rbgenr,0.98,
Artists' books 2021. rbgenr,PROPOSED,Artists' books,2021 rbgenr,0.98,
Artists' books 2022. rbgenr,PROPOSED,Artists' books,2022 rbgenr,0.98,
Artists' books 20th century. rbgenr,PROPOSED,Artists' books,20th century rbgenr,0.98,
Artists' books 21st century. rbgenr,PROPOSED,Artists' books,21st century rbgenr,0.98,
Artists' books Alabama 2014. rbgenr,PROPOSED,Artists' books,Alabama 2014 rbgenr,0.98,
Artists' books Alabama 21st century. rbgenr,PROPOSED,Artists' books,Alabama 21st century rbgenr,0.98,
Artists' books Alabama Tuscaloosa 2013. rbgenr,PROPOSED,Artists' books,Alabama Tuscaloosa 2013 rbgenr,0.98,
Artists' books Alabama Tuscaloosa 2021. rbgenr,PROPOSED,Artists' books,Alabama Tuscaloosa 2021 rbgenr,0.98,
Artists' books Alabama. rbgenr,PROPOSED,Artists' books,Alabama rbgenr,0.98,
Artists' books Alberta 21st century. rbgenr,PROPOSED,Artists' books,Alberta 21st century rbgenr,0.98,
Artists' books Arizona Tucson 20102. rbgenr,PROPOSED,Artists' books,Arizona Tucson 20102 rbgenr,0.98,
Artists' books Arizona Tucson 2014. rbgenr,PROPOSED,Artists' books,Arizona Tucson 2014 rbgenr,0.98,
Artists' books Australia 2012. rbgenr,PROPOSED,Artists' books,Australia 2012 rbgenr,0.98,
Artists' books Belgium (Charleroi) 2017. rbgenr,PROPOSED,Artists' books,Belgium (Charleroi) 2017 rbgenr,0.98,
Artists' books Belgium 20th century. rbgenr,PROPOSED,Artists' books,Belgium 20th century rbgenr,0.98,
Artists' books Belgium 21st century. rbgenr,PROPOSED,Artists' books,Belgium 21st century rbgenr,0.98,
Artists' books Belgium Brussels 2014. rbgenr,PROPOSED,Artists' books,Belgium Brussels 2014 rbgenr,0.98,
Artists' books Belgium Charleroi 2008. rbgenr,PROPOSED,Artists' books,Belgium Charleroi 2008 rbgenr,0.98,
Artists' books Belgium Charleroi 2011. rbgenr,PROPOSED,Artists' books,Belgium Charleroi 2011 rbgenr,0.98,
Artists' books Belgium Charleroi 2017. rbgenr,PROPOSED,Artists' books,Belgium Charleroi 2017 rbgenr,0.98,
Artists' books Brazil 2016 rbgenr,PROPOSED,Artists' books,Brazil 2016 rbgenr,0.98,
Artists' books Brazil 2017. rbgenr,PROPOSED,Artists' books,Brazil 2017 rbgenr,0.98,
Artists' books Brazil 21st century. rbgenr,PROPOSED,Artists' books,Brazil 21st century rbgenr,0.98,
Artists' books California 1970-1979. rbgenr,PROPOSED,Artists' books,California 1970-1979 rbgenr,0.98,
Artists' books California 1993. rbgenr,PROPOSED,Artists' books,California 1993 rbgenr,0.98,
Artists' books California 2019. rbgenr,PROPOSED,Artists' books,California 2019 rbgenr,0.98,
Artists' books California 20th century rbgenr,PROPOSED,Artists' books,California 20th century rbgenr,0.98,
Artists' books California 20th century. rbgenr,PROPOSED,Artists' books,California 20th century rbgenr,0.98,
Artists' books California 21st century rbgenr,PROPOSED,Artists' books,California 21st century rbgenr,0.98,
Artists' books California 21st century. rbgenr,PROPOSED,Artists' books,California 21st century rbgenr,0.98,
Artists' books California Berkeley 2011. rbgenr,PROPOSED,Artists' books,California Berkeley 2011 rbgenr,0.98,
